BUSAGE,BUSTYPE,MAXLINEUTIL,DAYSDELQ,TOTACBAL,DEFAULT
218,A,0,0,471.72,N
141,A,0.0102,0,471.76,N
43,D,0,0,472,N
60,A,0,0,472.25,N
95,C,0.1351,0,473.43,N
24,D,0,0,475.52,N
36,B,0,0,476.53,N
296,D,0,0,476.91,N
115,B,0,0,477.08,N
24,A,0.0106,0,477.43,N
36,A,0,0,477.78,N
36,A,0,0,478.22,N
145,B,0.0191,0,479.34,N
38,A,0,0,480.31,N
12,A,0.192,0,480.35,N
30,B,0.0801,0,480.86,N
37,B,0,0,480.98,N
94,A,0.024,0,481,N
322,D,0,0,481.68,N
36,A,0.0484,0,484.01,N
12,A,0.0323,0,484.73,N
12,A,0,0,485.84,N
50,A,0,0,485.91,N
86,A,0,0,485.97,Y
26,C,0.0243,0,486.01,N
12,C,0,0,486.08,N
37,A,0.0811,0,486.84,N
77,A,0,0,486.99,N
265,A,0,0,487.01,N
162,A,0,0,487.84,N
26,A,0,0,488.39,N
26,A,0,0,488.77,N
76,D,0,0,489.42,N
371,C,0.0244,0,489.46,N
58,A,0,0,489.85,N
88,C,0,0,491.22,N
115,A,0,0,491.71,N
104,A,0.1234,0,493.66,N
36,B,0.0493,0,493.97,N
108,C,0.0992,0,495.65,N
64,A,0,0,495.87,N
30,B,0,0,497.52,N
186,B,0,0,497.64,N
230,B,0.0623,0,498.85,N
121,B,0.1998,0,499.57,N
90,B,0,0,500.44,N
274,A,0,0,506.27,N
75,A,0,0,507.04,N
83,A,0,0,507.77,N
150,A,0,0,508.31,Y
53,A,0,0,511.95,N
69,A,0,0,513.1,N
270,C,0,0,514.18,N
70,A,0.0187,0,515.31,N
530,A,0.0086,0,516.1,Y
60,A,0,0,516.87,N
14,A,0,0,517.18,N
82,D,0,0,518.26,N
38,A,0.0207,0,519.04,Y
34,A,0.0347,0,521.72,N
57,D,0,0,522.35,N
27,A,0,0,522.59,N
40,A,0,0,522.95,N
184,B,0,0,523.08,N
25,A,0,0,526.28,N
128,A,0,0,527.34,N
66,E,0.088,0,527.9,N
42,A,0,0,528.14,N
74,C,0,0,529.26,N
120,A,0.012,0,529.43,N
70,A,0.1059,0,529.74,Y
86,B,0,0,530.67,N
111,A,0,0,531.45,N
26,A,0,0,533.78,N
166,A,0,0,534.63,N
25,B,0.0089,0,535.32,N
37,D,0.0358,0,537.28,N
144,A,0,0,538.9,N
263,A,0,0,540.11,N
12,B,0,0,542.13,N
60,A,0,0,543.35,N
103,A,0.0217,0,543.5,N
65,A,0.0108,0,544.03,N
188,A,0,0,545.57,N
103,A,0.0091,0,547.18,N
69,B,0,0,547.9,N
247,D,0,0,547.96,N
245,A,0.0219,0,548.54,N
102,A,0.0295,0,548.72,N
324,A,0,0,548.96,N
46,B,0,0,552.05,N
24,B,0.0184,0,552.12,N
116,A,0.0369,0,554.3,N
153,A,0,0,554.35,N
122,A,0.0055,0,554.44,N
57,B,0,0,555.53,N
190,A,0.0055,0,557.73,N
24,A,0.0558,0,558.14,N
12,C,0,0,558.63,N
180,B,0.0173,0,559.16,Y
277,A,0,0,560.02,N
82,A,0,0,561.39,N
325,A,0,0,562.64,N
103,C,0,0,563.35,N
63,B,0.0282,0,564.11,N
36,B,0,0,564.17,N
48,A,0,0,565.12,N
271,A,0,0,566.54,N
103,B,0.0113,0,568.81,N
205,B,0,0,569.9,Y
289,A,0,0,570.31,N
303,A,0,0,572.97,N
103,A,0.0057,0,573.5,N
52,A,0,0,574.96,N
96,B,0,0,575.67,N
135,A,0,0,576.05,N
71,D,0,0,576.19,N
36,A,0,0,576.33,N
383,A,0,0,577.2,N
106,A,0,0,577.57,N
162,A,0,0,578.12,N
25,A,0,0,578.55,N
99,A,0.1653,0,578.59,N
128,C,0,0,578.68,N
311,D,0,0,578.85,N
55,B,0,0,579.16,N
18,A,0,0,579.29,N
96,A,0.0231,0,579.36,N
37,A,0.5795,1,579.54,Y
161,A,0,0,579.79,N
75,B,0,0,581.21,N
33,A,0,0,581.63,N
41,B,0,0,581.67,N
303,A,0,0,581.88,N
12,A,0.0582,0,582.25,N
75,A,0.0058,0,582.72,N
57,B,0,0,582.75,N
174,B,0,0,584.09,N
368,A,0,0,586.64,N
36,A,0,0,586.74,N
186,A,0,0,589.4,N
115,A,,0,590.8,N
98,A,0.1182,0,591.21,N
197,A,0,0,592.38,N
154,A,0,0,593.68,N
186,D,0,0,593.96,N
225,A,0,0,593.98,N
127,B,0.0079,0,595.06,N
68,D,0,0,595.2,N
26,A,0,0,596.51,N
79,A,0.2986,0,597.3,N
52,A,0,0,597.44,N
101,B,0.0133,0,598.94,N
15,C,0.015,0,600.49,N
83,A,0,0,601.67,N
98,B,0.0301,0,602.18,N
192,B,0,0,602.94,N
115,A,0,0,603.1,N
24,B,0.1005,0,603.43,N
61,B,0,0,603.47,N
26,A,0.1008,0,604.89,N
16,A,0.1008,0,605.46,N
229,A,0,0,606.44,N
96,A,0.2434,0,608.67,N
24,B,0.61,0,610.18,N
46,D,0.1017,0,610.48,Y
234,A,0,0,612.83,N
32,C,0.0616,0,616.03,Y
88,B,0,0,616.06,N
38,A,0.0308,0,616.52,N
37,A,0,0,616.65,N
282,D,0,0,617.34,N
24,D,0.0618,0,618.1,N
49,A,0,0,618.43,N
24,A,0.0619,0,619.46,N
24,A,0,0,619.99,N
48,A,0.8759,1,620.34,N
89,A,0,0,621.21,N
192,B,0,0,622,N
138,A,0,0,622.12,N
28,A,0,0,622.51,N
24,B,0,0,623.35,N
53,A,0.1783,0,624.16,N
29,F,0.0208,0,624.65,N
243,A,0,0,625.07,N
22,A,0.0156,0,625.32,N
36,C,0,0,628.09,N
64,A,0,0,628.74,N
26,A,0.0157,0,630.98,N
37,D,0.1052,0,631.75,N
43,B,0,0,632.64,N
487,C,0.0084,0,634.26,N
194,B,0,0,634.6,N
135,C,0,0,634.67,N
80,A,0.0063,0,634.91,N
67,C,0.2543,0,635.84,N
73,B,0.0127,0,636.39,N
25,A,0,0,639.74,N
51,A,0,0,640.18,N
155,A,0.0256,0,640.53,N
46,A,0,0,641.54,N
53,A,0,0,644.78,N
46,A,0,2,645.37,N
36,A,0,0,645.72,N
79,A,0.0258,0,647.07,N
309,A,0.0215,0,647.67,N
50,D,0.0649,0,649.13,N
75,A,0,0,649.22,N
139,B,0,0,649.57,N
15,C,0,0,650.31,N
12,C,0.0433,0,650.36,N
139,A,0.0436,0,654.35,N
143,D,0,0,654.86,N
24,A,0.0656,0,656.08,N
313,C,0,0,656.83,N
34,A,0.0146,0,657.07,N
14,A,0,0,657.38,N
103,B,0.0219,0,657.74,N
16,A,0,0,658.39,N
15,A,0,0,659.56,N
85,A,0,0,660.6,N
86,A,0,0,661.12,N
82,A,0.1324,0,662.38,N
104,D,0.1328,0,664.13,N
48,B,0.011,0,664.88,N
53,D,0,0,665.07,N
183,A,0,0,665.6,N
41,B,0.1334,0,666.5,Y
116,D,0,0,669.19,N
54,B,0.0111,0,671.07,N
271,D,0.3363,0,672.65,N
45,B,0,0,672.98,N
23,A,,16,673.17,Y
82,A,0,0,675.07,N
54,A,0.0067,0,676.43,N
180,B,0.0135,0,677.07,N
26,A,0,0,677.28,N
16,A,0,0,678.97,N
12,A,0.2716,0,679,N
71,A,0,0,679.08,N
14,A,0,0,680.29,N
66,B,0,0,680.32,N
273,B,0.1245,0,680.5,N
13,D,0,2,680.54,N
72,A,0.6817,1,681.72,N
63,B,0.0682,0,682.14,N
61,A,0,0,683.02,N
25,A,0,0,683.96,N
37,A,0,0,686.66,N
175,A,0,0,686.73,N
177,D,0.1144,0,686.74,N
119,B,0.1717,0,687.14,N
33,A,0,0,689.24,N
43,B,0,0,689.58,N
142,D,0,0,690.86,N
86,A,0.0138,0,692.97,N
37,A,0,0,693,N
77,B,0,0,693.1,N
36,A,0.1388,0,694.3,N
26,A,0.0277,0,694.47,N
54,A,0,0,696.49,N
209,A,0,0,697.24,N
12,A,0.1162,0,697.32,N
152,A,0,0,697.39,N
302,B,0.0116,0,698.07,N
37,A,0,0,699.95,N
60,A,0,0,700.41,N
51,D,0.028,2,700.66,N
36,A,0,0,701.22,N
25,B,0.1169,0,701.55,N
82,A,0,0,703.13,N
75,E,0.0281,0,703.68,N
95,D,0.0351,0,703.91,N
24,A,0.7273,0,704.09,N
61,A,0.0176,0,704.23,N
71,B,0.0176,0,704.88,N
168,B,0.0141,0,705.79,N
12,A,0.0706,0,706.01,N
223,A,0.0156,0,706.02,N
12,A,0,0,707.18,N
128,B,0.0642,0,707.28,N
163,A,0,0,708.44,N
19,A,0.0708,0,708.96,N
147,A,0.4159,0,709.05,N
248,A,0,0,710.8,N
85,A,0.0711,0,711.27,Y
29,D,0,0,712.06,N
35,B,,0,712.31,N
251,A,0.0089,0,713.83,Y
58,A,0,0,715.07,N
18,B,0.0449,0,715.15,Y
24,A,0,0,715.34,N
207,A,0.1788,2,715.5,N
453,A,0.0358,0,715.83,N
98,A,0,0,716.01,N
59,A,0,0,716.5,N
41,B,0.1195,0,717,N
53,A,0,0,717.7,N
35,B,0,0,718.79,N
22,A,0,0,718.97,N
24,A,0.2881,0,720.33,N
59,D,0,0,720.33,N
82,A,0,0,720.44,N
,F,0.036,0,720.89,N
13,A,0.2404,1,721.29,N
72,B,0.0251,0,721.8,N
48,A,0,1,723.62,N
111,A,0,0,724.66,N
12,C,0,0,724.83,N
166,A,0.0091,0,726.33,Y
12,B,0,0,726.41,Y
192,B,0.029,0,726.82,N
41,A,0,0,728.44,N
28,B,0,0,728.47,N
,A,0,0,728.57,N
67,A,0,28,729.52,N
150,A,0,0,730.98,N
62,B,0.0073,0,731.89,N
24,B,0,2,733.33,N
133,B,0,0,733.41,N
28,A,0,0,733.89,N
51,A,0,0,734.39,N
80,D,0.0183,0,735.42,N
230,A,0,0,736.82,N
100,A,0,0,737.14,N
133,A,0,0,739.18,N
80,A,0.2117,0,740.72,Y
,F,0,0,743.25,N
39,A,0.7438,0,743.88,Y
26,A,0.0372,0,744.5,N
71,A,0,0,744.73,N
70,A,0,0,745.21,N
27,C,0,0,745.56,N
300,A,0.0497,0,745.99,N
307,D,0,0,747.02,N
168,A,0,0,747.62,N
316,B,0,0,747.84,N
51,B,0.0374,0,748.4,N
12,B,0.0748,32,748.85,N
36,A,0,0,751.04,N
64,A,0,0,751.35,N
206,B,0,0,751.57,N
76,A,0,0,751.72,N
55,B,0,0,753.89,N
97,B,0,0,754.88,N
121,B,0,0,755.04,N
664,B,0,0,755.28,N
16,A,0,0,756.32,N
95,A,0,0,756.98,N
134,A,0.0378,0,757.69,N
30,A,0.0151,0,758.41,N
98,A,0.1518,0,759.14,N
100,B,0,0,759.14,N
25,A,0,0,759.55,N
135,A,0,0,763.07,N
149,C,0,0,763.36,N
203,A,0,0,763.42,N
243,A,0,0,763.57,N
37,A,0,0,765.18,N
19,A,0,0,765.59,N
244,A,0,0,767.39,N
64,A,0,0,767.48,N
503,A,0,0,767.77,N
34,B,0,0,768.58,N
77,B,0,1,768.72,N
55,A,0,0,770.05,N
134,A,0,0,770.52,N
30,A,0,0,770.86,N
17,A,0,0,771.23,N
108,B,0.0514,0,771.45,N
24,A,0.7726,0,772.6,N
101,A,0.2884,0,775.9,N
135,D,0.0155,0,777.12,N
49,B,0,0,777.16,N
245,B,0,0,779.42,N
180,A,0.0389,0,779.75,N
271,A,0,0,780.78,N
267,C,0,0,781.55,N
109,A,0,0,784.59,N
103,A,0,0,786.2,N
73,B,0,0,786.45,N
25,B,0,0,786.99,N
91,A,0,0,787.26,N
81,A,0,0,788.91,N
48,A,0,0,789.74,N
21,A,0,0,789.83,N
12,C,0.1179,0,790.01,N
12,C,0,1,791.18,N
54,C,0,0,791.81,N
38,A,0,0,791.83,N
459,B,0,0,793.78,N
28,A,0.159,0,795.08,N
46,A,0,0,796.57,N
43,A,0,0,798.45,N
13,B,0,0,799.18,N
252,A,0,0,803.22,N
68,A,0,0,805.1,N
80,A,0,0,805.2,N
76,A,0.0201,0,806.6,N
78,E,0,0,807.3,N
154,B,0,0,808.38,N
173,B,0,0,808.74,N
170,B,0,0,809.43,N
338,A,0.0162,0,810.8,N
90,B,0,0,811.06,N
33,C,0.0325,0,813.12,N
257,A,0,0,813.54,N
120,B,,0,814.1,N
104,B,0,0,814.11,N
129,A,0,0,814.46,N
48,A,0,0,814.66,N
176,B,0.0815,0,815.94,N
36,D,0,0,816.16,N
61,A,0,0,816.67,N
82,A,0.0816,0,816.82,N
310,A,0.1362,0,817.28,N
31,B,0,0,821.04,N
13,A,0.2054,0,821.83,N
97,B,0.1028,0,822.76,N
127,A,0,0,825.38,N
24,B,0,0,825.64,N
148,A,0,61,826.01,Y
96,B,0,0,827.84,N
97,A,0,0,829.38,N
58,A,0.2708,0,830.47,N
646,C,0.0227,0,831.22,Y
130,B,0.8321,0,832.13,N
17,D,0,0,832.22,N
36,B,0.333,0,832.59,Y
111,B,0,0,832.9,N
282,B,0,0,833.48,N
67,B,,88,833.93,Y
120,B,0,0,836.75,N
44,A,0.8368,0,836.86,N
86,A,0,0,837.3,N
67,A,0,0,837.95,N
37,A,0,0,840.76,N
81,A,0,0,840.86,N
235,A,0,0,843.37,N
25,A,0,0,843.86,N
60,B,0.014,0,843.93,N
116,A,0.7954,31,843.94,N
82,A,0,0,843.97,N
38,A,0,0,845.08,N
391,A,0,0,846.34,N
74,B,0.0169,0,847.19,N
13,A,0,0,847.67,N
57,D,0,0,847.74,N
35,A,0.0848,0,847.88,N
156,B,0.0565,0,848.9,N
79,A,0,0,849.11,N
25,A,0.0446,0,849.83,N
52,D,0,0,850.48,N
104,A,0,0,850.52,N
181,A,0.0283,0,850.91,Y
125,A,0,0,853.16,N
260,C,0.0213,0,853.72,Y
22,A,0.0341,0,854.08,N
150,A,0,0,854.33,Y
60,B,0.0171,0,854.71,N
53,A,0,0,861,N
297,A,0,0,861.95,N
42,A,0,0,862.07,N
34,A,0.0172,0,863.63,N
36,D,,0,865.01,Y
24,C,0.1444,0,866.78,N
12,B,,28,868.09,Y
217,A,0.0097,0,868.44,Y
178,A,0,0,869.99,N
68,B,0.087,0,870.46,N
282,A,0.0174,0,872.32,N
153,A,0,0,873.73,N
38,A,0.0757,0,874.59,N
77,B,0.025,0,875.63,N
35,A,,,877.84,N
127,A,0.0176,0,880.53,N
241,D,0.0176,0,880.86,N
,A,0,0,881.49,N
114,A,0,0,881.93,N
54,B,0,0,883.56,N
13,A,0,0,885.07,N
186,B,0.0088,0,885.35,N
15,D,0.0354,0,886.08,N
50,A,0.0147,0,886.73,N
13,B,0,0,886.96,N
22,C,0,0,887.6,N
45,C,0.0088,0,888.07,N
26,A,0,0,888.81,N
48,A,0,0,889.27,N
160,A,0,0,889.43,Y
30,C,0,0,889.54,N
298,A,0,0,889.65,N
12,A,0,0,891.02,N
92,A,0,0,891.41,N
118,C,0,0,891.53,N
59,B,0,0,891.73,N
178,A,0.1656,0,894.84,N
128,A,0,0,895.35,N
335,A,0.0448,0,897.88,N
52,D,0.0359,0,899.99,N
143,A,0,0,901.17,N
15,A,0,0,901.71,N
253,A,0.0361,0,902.74,N
196,A,0.018,0,903.28,N
52,A,0.3616,0,904.05,N
13,A,0.226,0,904.31,N
173,A,0,0,904.44,N
13,D,0.1512,0,907.27,N
21,A,0,0,908.2,N
112,A,0,0,908.6,N
85,A,0.0364,0,910.86,N
49,B,0,0,911.49,N
44,C,0.013,0,912.65,N
12,A,0,0,914.74,N
87,A,0,0,915.67,N
85,B,0,0,915.77,N
48,B,0,65,916.91,Y
68,D,0.0611,0,917.36,N
36,A,0.4596,0,919.31,N
24,A,0,0,920.09,N
24,C,0.046,0,920.19,N
47,A,0,0,921.42,N
266,A,0,0,921.49,Y
166,B,0,0,922.66,N
24,A,0.0123,0,923.53,N
36,B,0.2309,0,923.9,N
24,B,0.3696,0,924.06,N
13,B,0,0,926.3,N
60,A,0.0185,0,926.58,N
250,C,0,0,926.98,N
83,A,0,0,929.24,N
63,B,0,0,929.84,N
146,A,0,0,930.19,N
51,A,0,0,930.7,N
190,A,0.1552,0,931.76,N
36,D,0,0,932.01,N
45,D,0,29,932.21,N
84,A,0.031,0,932.87,Y
50,A,0,0,933.3,N
212,B,0.0214,0,933.86,N
46,A,0,0,935.92,N
43,A,0,0,935.94,N
231,A,0,0,936.15,N
54,A,0.9382,0,938.21,Y
75,A,0,0,941.91,N
95,A,1.7031,0,943.9,N
36,B,0.0315,0,947.8,N
52,D,0,2,947.9,N
98,D,0.0948,0,948.82,N
15,A,0.1583,0,949.91,N
113,D,0,1,950.33,N
149,B,0.2375,0,950.35,N
111,A,0,0,952.07,N
12,A,0.9539,0,953.96,N
55,B,0,0,954.59,N
15,A,0.0477,0,955.69,N
305,A,0,0,956.19,N
71,C,0,0,957.08,N
149,A,0.0383,0,959.04,N
34,D,0,0,961.3,N
53,B,0.0192,0,964.78,N
306,D,0.1286,0,964.81,N
36,B,0.1068,0,965.3,N
92,B,0.0096,0,965.44,N
42,A,0,0,967.17,N
26,A,0,0,967.34,N
30,A,0,0,971.99,Y
122,A,0,0,972.08,N
147,A,0,0,973.14,N
136,A,0.0097,0,973.89,N
51,A,0,0,975.62,N
84,A,0.0314,0,976.78,N
76,B,0.489,0,978.01,Y
13,C,0,0,978.28,N
51,A,0,0,980.9,N
46,A,0.049,0,981.81,N
139,B,0.0196,0,982.52,N
43,A,0.0984,0,984.36,N
403,C,0,0,985.45,N
48,A,0,0,985.56,N
215,B,0.0098,0,985.67,N
320,A,0.0394,1,986.12,N
134,B,0,0,986.87,N
79,A,0.0394,0,987.29,N
64,B,0,0,989.99,N
113,B,0,0,991.64,N
362,A,0.0496,0,993.97,N
42,B,0.1611,32,995.01,Y
72,C,0.0199,0,995.73,N
52,B,0.0166,0,996.74,N
12,A,0,0,997.51,N
146,A,0,0,997.94,N
47,A,0,0,1001.37,N
61,A,0,0,1001.73,N
29,A,0,0,1002.49,N
12,A,0.2506,0,1002.61,N
18,C,0,0,1003.73,N
273,A,0.0133,0,1004.12,N
87,B,0.0335,0,1005.61,N
48,C,0,0,1006.52,N
48,A,,0,1006.96,N
349,B,0,0,1008.1,N
155,C,0,0,1008.51,N
37,B,0,0,1010.38,N
49,A,0.0505,0,1010.72,N
53,D,0.0101,0,1011.94,N
269,A,0,0,1012.9,N
141,D,0.0174,0,1013.47,N
62,B,0,0,1015.69,N
218,B,0,0,1015.72,N
227,A,0,0,1016.42,N
48,A,0.5083,0,1016.79,Y
,A,0,0,1017.92,N
195,A,0.029,0,1018.05,N
191,A,0.0254,0,1018.16,N
60,D,0.0679,0,1019.37,N
12,A,0,60,1020.15,Y
,F,0,0,1020.35,N
13,A,0.0136,0,1020.64,N
128,C,0,0,1021.79,N
54,A,0,0,1022.86,N
292,C,0.041,0,1025.12,N
99,A,0,0,1025.75,N
41,B,0.2052,29,1026.39,Y
91,A,0.041,0,1026.7,N
106,A,0.0205,0,1026.91,N
109,A,0,0,1027.1,N
192,A,0,0,1028.44,N
442,C,0,0,1028.44,N
316,A,0.0209,0,1028.57,N
60,A,,0,1028.8,Y
41,A,0.0171,0,1029.1,N
169,C,0,0,1030.48,N
61,A,0,0,1030.7,N
26,A,0,0,1031.44,N
196,A,0,0,1032.56,N
31,A,0.4131,0,1032.85,N
132,B,0,0,1034.42,N
67,A,0,0,1038.43,N
94,A,0,0,1039.04,N
41,A,0,0,1039.25,N
229,B,0,0,1040,N
12,B,0,0,1040.08,N
61,A,0.0138,0,1040.25,N
385,D,0.0104,0,1040.71,N
52,A,0,0,1041.97,N
242,A,0.0347,0,1043.33,N
186,A,0.2087,0,1043.66,N
96,A,0,0,1044.4,N
172,B,0,0,1044.6,N
59,A,1.0449,0,1044.91,N
14,A,0.2618,0,1047.24,N
12,C,0,0,1047.55,N
121,B,1.0503,0,1050.39,N
155,A,0,0,1054.59,N
46,A,0,0,1054.61,N
223,B,0.0449,0,1055.05,N
36,C,0,0,1055.81,N
65,B,0.0211,0,1056.21,N
86,A,0.3541,0,1062.5,N
17,A,0,0,1062.66,Y
80,D,0.0212,0,1063.15,N
88,A,0.085,0,1063.49,N
112,A,0.0177,0,1063.61,N
30,A,0,0,1064.63,Y
106,D,0,0,1067.15,N
46,A,0.0427,0,1067.58,N
93,A,0.0611,0,1069.87,N
153,A,0,0,1069.94,N
75,B,0.0428,0,1070.31,N
25,A,0,0,1070.39,N
140,A,0.2141,0,1070.57,N
134,C,0,0,1071.47,N
85,D,0,0,1072.64,N
279,B,0,0,1072.79,N
42,D,0.0214,0,1073.95,N
18,B,0,0,1074.07,N
12,A,0,30,1074.12,Y
121,A,0,0,1074.45,N
48,C,0.043,0,1075.03,Y
143,A,0.0215,0,1075.56,N
358,D,0.4307,0,1076.76,N
64,B,0,0,1077.64,N
143,A,0,0,1083.46,N
54,A,0,0,1084.93,N
17,A,1.0855,66,1085.5,Y
14,B,0.2171,0,1085.75,N
17,A,0,0,1087.62,N
12,A,0,0,1087.66,Y
92,A,0.1815,0,1089.29,N
25,A,0,0,1089.38,N
21,B,1.09,0,1090.05,Y
12,D,0,1,1090.54,N
131,B,0.4374,0,1093.61,N
90,B,0.1822,2,1093.75,N
453,A,0,0,1094.69,N
94,A,0,0,1094.91,N
336,B,0.0223,0,1095.8,N
24,A,0,0,1097.52,N
37,A,0,0,1098.45,N
249,A,0.0219,0,1098.65,N
135,A,0.1831,0,1099.1,N
16,A,0,0,1099.11,N
64,B,0.0233,0,1099.46,N
40,B,0.1834,0,1100.47,Y
38,B,0,0,1102.87,N
12,B,0.1838,2,1102.93,N
160,A,0.1476,0,1107.09,N
131,A,0.0316,0,1107.78,N
36,B,0,0,1110.93,N
14,A,0.1851,0,1111.14,N
262,B,0,0,1113.43,N
27,A,0.0247,0,1113.87,N
36,A,0,0,1114.19,N
103,B,0,0,1116.44,N
12,B,1.1173,31,1117.34,N
109,A,0.032,0,1120.87,N
150,A,0,0,1121.38,Y
125,A,0.0112,0,1121.64,N
14,A,0,0,1121.91,N
187,C,0,0,1121.97,N
134,A,0,0,1122.1,N
80,B,0.0748,0,1123.46,N
180,A,0.0112,0,1123.64,N
81,B,0,29,1123.88,Y
47,A,0,0,1126.62,N
73,B,0,0,1127.26,N
24,A,0,0,1127.6,N
181,A,0,0,1128.57,N
70,A,0.7151,0,1128.89,N
18,B,0,0,1131.97,N
175,C,0.0757,0,1136.35,N
115,A,0,0,1137.1,N
90,A,0,0,1137.23,N
37,B,0.2277,0,1138.62,N
53,B,0.0228,0,1140.23,N
116,A,0.0286,0,1144.14,N
361,A,0.0381,0,1144.68,N
24,C,0,0,1148.02,N
48,A,0.2298,0,1149.49,N
15,A,,0,1150.1,N
438,B,0,0,1150.72,N
14,A,0.4608,0,1152.03,N
158,A,0.0461,0,1152.74,N
57,A,0.0512,0,1152.91,N
87,D,1.153,119,1153.28,Y
314,B,0,0,1153.76,N
14,D,0.2892,0,1157.05,N
119,B,0,0,1158.49,N
13,C,0,0,1160.39,N
224,D,0,0,1160.81,N
139,A,0,0,1162.43,N
49,A,0,0,1162.8,N
66,A,0.0777,0,1165.63,N
12,D,0,0,1165.94,N
77,A,0.0388,0,1166.49,N
26,B,0.0753,0,1168.48,Y
18,A,0.2337,0,1168.6,N
67,B,0,0,1170.26,N
36,A,0,0,1170.43,N
107,B,0.2928,2,1171.48,N
163,B,0,0,1172.17,N
168,A,0,0,1174.23,N
616,D,0.0117,0,1174.97,N
59,A,0.0839,0,1175.28,N
122,A,0.047,0,1175.4,N
214,A,0,0,1176.13,N
180,A,0.1177,0,1177.16,N
120,D,0,0,1177.86,N
19,A,0,0,1178.22,N
77,B,0.0336,0,1179.05,N
46,A,0.0393,0,1180.51,N
77,B,0,0,1180.7,N
24,A,0.0787,0,1181.23,N
36,A,0.0787,0,1181.65,N
43,A,0,0,1182.34,Y
14,A,0.2957,0,1182.94,N
15,B,0,0,1183.72,N
105,A,0.2961,1,1184.69,Y
46,C,0,0,1185.12,N
37,B,0,0,1185.8,N
36,C,0,0,1189.05,N
189,B,0,30,1190.38,Y
26,A,0.2977,0,1190.84,N
26,B,0.149,0,1192.6,N
73,A,0,0,1194.39,N
21,A,0,0,1195.13,N
87,A,0,0,1197.99,N
85,A,0,0,1198.36,N
79,B,0.1199,0,1199.47,N
42,A,0.04,0,1200,N
48,A,0.024,0,1203.98,N
49,A,0,0,1204.11,N
49,A,0.1205,0,1205.35,N
88,A,0,0,1205.44,N
171,F,0,0,1210.28,N
99,A,0.0606,0,1212.02,N
47,D,0,0,1212.49,N
94,A,0,0,1212.66,N
200,A,0,0,1213.06,N
401,D,0,0,1213.27,N
13,C,0,0,1213.5,N
26,D,0,0,1214.98,N
55,B,0.0243,0,1215.62,N
12,C,0,0,1217.38,N
25,A,0.4874,0,1218.5,Y
545,A,0,0,1218.69,N
64,A,0.2032,0,1219.69,N
83,A,0,0,1220.16,N
37,B,0,0,1220.41,N
15,C,0.061,0,1221.21,N
48,B,0.0101,0,1221.4,N
168,A,0.049,0,1225.52,N
117,A,0,0,1226.9,N
189,A,0.0613,0,1227.44,N
75,B,0,0,1229.25,N
12,A,0.0492,0,1230.05,N
42,B,0,0,1231.54,N
78,A,0,0,1233.21,N
58,B,0,0,1233.7,N
38,C,0.0616,0,1233.85,N
392,B,0,0,1234.2,N
198,C,0,0,1234.36,Y
25,A,0,0,1235.88,N
117,A,0,0,1236.82,N
36,A,,0,1237.92,Y
237,D,0,0,1240.43,N
28,B,0.4963,0,1240.95,N
12,B,0.0576,0,1241.27,Y
111,A,0,0,1242.33,N
182,A,0,0,1242.44,N
112,A,0,0,1243.02,N
130,B,0.0829,0,1243.72,N
83,B,0,0,1246.68,N
49,D,0.4989,0,1247.46,N
162,B,0,0,1248.15,N
64,D,0.2497,0,1248.58,N
179,C,0.0269,0,1249,N
59,A,0.0249,0,1249.38,N
60,C,0,0,1249.93,N
71,B,0.0625,0,1250.78,N
38,A,0.0416,0,1250.96,N
13,A,0,0,1251.78,N
63,A,0.3133,0,1253.45,N
58,B,0.0209,0,1254.58,N
401,D,0,0,1257.39,N
50,A,0,0,1258.06,N
133,A,0.2524,0,1262.39,N
24,A,0,0,1262.69,Y
39,A,0,0,1262.92,N
143,D,1.263,0,1263.25,Y
13,A,0,0,1263.59,Y
24,A,0,0,1264.17,N
27,B,0,0,1264.74,N
13,A,0,0,1269.08,N
175,B,0,0,1270.58,N
129,C,0.2117,0,1270.66,N
25,A,0.1589,0,1271.23,N
25,A,0,0,1273.39,N
275,B,0.0636,0,1273.5,N
314,A,0,0,1273.59,N
87,A,0,0,1274.57,N
154,B,0,0,1275.83,N
74,A,0,0,1276.63,N
193,A,0,0,1278.88,N
36,B,0,0,1278.92,N
113,C,0,0,1279.88,N
37,A,0,0,1281.28,N
36,A,0.1604,0,1283.47,N
66,D,0,0,1283.5,N
46,A,0,0,1286.55,N
234,A,0,0,1287.79,N
12,D,0.2576,0,1287.94,Y
159,A,0,0,1287.95,N
27,A,0.0645,1,1290.31,N
229,A,0.0215,0,1290.44,N
96,B,0,0,1291.48,N
141,A,0,0,1292.17,N
103,A,0.0172,0,1292.33,N
58,A,0,0,1293.65,Y
50,A,0.5179,0,1294.9,N
24,B,0.2594,0,1296.77,N
156,A,0,0,1301.07,N
135,A,0.026,0,1301.69,N
58,A,0,0,1305.42,N
43,B,0,0,1305.72,N
43,A,0.0653,0,1306.34,N
24,A,0.0261,0,1306.63,Y
36,C,0,0,1306.87,N
80,D,0,0,1307.14,N
31,A,1.3072,0,1307.28,Y
25,A,0.0436,0,1308.77,N
294,D,0,0,1309.61,N
115,B,0.0131,0,1310.91,N
59,A,0,0,1310.93,N
157,A,0,0,1312.54,N
240,C,0,0,1312.71,N
218,B,0,0,1314.02,N
