,tweet_id,airline_sentiment,airline_sentiment_confidence,negativereason,negativereason_confidence,airline,airline_sentiment_gold,name,negativereason_gold,retweet_count,text,tweet_coord,tweet_created,tweet_location,user_timezone
11561,568003851145461760,positive,1.0,,,US Airways,,SVLLINDIA,,0,"@USAirways @AmericanAir @SVLLINDIA provides you the best logistics experience for people all over India.
#Mumbai #Surat #NaviMumbai",,2015-02-18 03:07:25 -0800,Mumbai,
10980,568641157724549120,negative,1.0,Late Flight,0.3535,US Airways,,lj_verde,,0,@USAirways Then told to offload because the captain was over hours? This has been a terrible experience.,,2015-02-19 21:19:51 -0800,DC,Eastern Time (US & Canada)
12473,570175461298475008,negative,0.6753,Customer Service Issue,0.3494,American,,AnnaIntheCity,,0,@AmericanAir I know your policy. Just asking for a little kindness due to extenuating circumstances.,,2015-02-24 02:56:37 -0800,Northern Virginia,Eastern Time (US & Canada)
3652,568205117368836096,negative,1.0,Can't Tell,0.6647,United,,havecl,,1,@united A change fee of $200. Same exact flight from ATL-HOU is $165. Why a charge of $574? The math doesn't add up.,"[40.03395098, -105.24950187]",2015-02-18 16:27:11 -0800,,
9433,569939286935674880,negative,1.0,Customer Service Issue,0.3422,US Airways,,juliebartz,,0,@USAirways well that is not going to help. I'vebeen on hold over 3 hrs &amp; my client wants his ff nbr in the record he's elite wAA,,2015-02-23 11:18:09 -0800,Shawano WI,Central Time (US & Canada)
1462,569710019333107714,negative,1.0,Late Flight,0.3372,United,,patlee,,1,@united you really screwed up dealing mechanical failure from Maui to San Francisco. Poor communication bad help in getting connections,,2015-02-22 20:07:07 -0800,"Bay Area, CA",Pacific Time (US & Canada)
12520,570130746356211713,negative,0.6708,Can't Tell,0.3663,American,,SweetKirabella,,0,"@AmericanAir TY! But, their site says "" Please note that we do not offer a print subscription service for American Way. ...""",,2015-02-23 23:58:57 -0800,The 2nd star to the right ,Pacific Time (US & Canada)
11498,568069549591035904,positive,1.0,,,US Airways,,Logunov_Daniil,,0,"@USAirways YOU ARE AMAZING!!! FOLLOW ME BACK, PLEASE!!!🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏",,2015-02-18 07:28:29 -0800,"Russia, Россия",Abu Dhabi
672,570204900375687168,negative,1.0,Can't Tell,1.0,United,,Evan_Flay,,0,@united I'm so frustrated and nervous because of this.,"[29.98521945, -90.25215941]",2015-02-24 04:53:36 -0800,Seattle,Pacific Time (US & Canada)
10369,569346960181870592,negative,1.0,Bad Flight,0.6667,US Airways,,EllenFord,,0,@USAirways flight 837 passengers stuck on plane in Philly. Where is the gangway?  We can't hear the pilot,,2015-02-21 20:04:27 -0800,"Gloucester, MA",Quito
2719,568935475815292928,negative,1.0,Bad Flight,0.3434,United,,hoozsah,,0,"@united DTV doesnt work, pilots Late Flight, wont let 10yr old fly next 2 me and I paid 4 an upgrade. #unitedsucks",,2015-02-20 16:49:22 -0800,,
10907,568789565483454464,negative,1.0,Cancelled Flight,1.0,US Airways,,keithlaw,,1,"@USAirways Thanks, but you can't. My flight was Cancelled Flightled for ""maintenance"" reasons, and the next available flight was too Late Flight for me.",,2015-02-20 07:09:34 -0800,Delaware,Arizona
4152,567804350040416256,negative,1.0,Customer Service Issue,0.6432,United,,bernardfparsons,,0,@united I did DM the details back on 02/14 when this started with phone number to reach me no reply either online or by phone,,2015-02-17 13:54:41 -0800,"Ontario, Canada",Eastern Time (US & Canada)
13250,569906183487643648,negative,1.0,Customer Service Issue,0.6505,American,,_mhertz,,0,@AmericanAir @united we'll have time and they aren't doing a damn thing. I'm the guy in the winter hat and frowny face,,2015-02-23 09:06:37 -0800,,Pacific Time (US & Canada)
3177,568612911222026241,negative,1.0,Cancelled Flight,0.6594,United,,Mosborne13,,0,"@united fantastic night of waiting 3 hours for a delayed airplane, only for you to alert us flight is Cancelled Flighted when it lands. #whatstatus",,2015-02-19 19:27:37 -0800,,Central Time (US & Canada)
14213,569652510950100992,negative,1.0,Bad Flight,0.3627,American,,Asigottech,,0,"@AmericanAir Kid upset, my staff upset (one accused of stealing fruit!!!!!) mistreatment due to airline policy of an Austic child.",,2015-02-22 16:18:36 -0800,everywhere,Helsinki
8508,568202287216234496,negative,1.0,Customer Service Issue,0.3741,Delta,,Ginzan77,,0,@JetBlue Tried...considerable confusion...no announcement...no sign updates,,2015-02-18 16:15:56 -0800,Northern Virginia,Eastern Time (US & Canada)
8330,568483098310152193,neutral,1.0,,,Delta,,erinthetraveler,,0,@JetBlue any thoughts on waiver of change fees for travel out of Boston this weekend?,,2015-02-19 10:51:47 -0800,Massachusetts,Eastern Time (US & Canada)
9328,569984162377003008,negative,1.0,Customer Service Issue,0.3395,US Airways,,tjelke,,0,@USAirways no I am trying to get on a plane from Phx to RNO and the gate is saying the flight was downgraded.,,2015-02-23 14:16:28 -0800,"Miami, Florida, USA",Eastern Time (US & Canada)
6671,567737962541375490,neutral,1.0,,,Southwest,,AirTraffic101,,0,@SouthwestAir landing early morning @BWI_Airport after snowfall. http://t.co/apRZsPxigE,,2015-02-17 09:30:52 -0800,"Ellicott City, Maryland",Eastern Time (US & Canada)
2985,568807231396802560,neutral,1.0,,,United,,jbone3353,,0,@united done,,2015-02-20 08:19:46 -0800,,Pacific Time (US & Canada)
10630,569107706302357504,negative,1.0,Customer Service Issue,0.6696,US Airways,,LindsaySweeting,,0,"@USAirways It's pretty hilarious that you want @SweetingR to finish his awful experience before doing something. Make it right, now.",,2015-02-21 04:13:45 -0800,"Asheville, NC",Central Time (US & Canada)
6549,567783802492420096,positive,0.69,,,Southwest,,Jewelzz_,,0,"@SouthwestAir haha, thanks for the explanation",,2015-02-17 12:33:02 -0800,TX,America/Chicago
11596,567897883875217408,negative,1.0,Late Flight,1.0,US Airways,,OBJ_3,,44,"@USAirways 5 hr flight delay and a delay when we land . Is that even real life ? Get me off this plane , I wanna go home 👠👠👠 (3 heel clicks)",,2015-02-17 20:06:21 -0800,,Eastern Time (US & Canada)
7792,569241776617160704,neutral,1.0,,,Delta,,Markjeffries1,,0,@JetBlue Phew!! Did it!! (Pant. Wheeze) http://t.co/ZPZ78POeON,,2015-02-21 13:06:30 -0800,"40.741909,-73.997189",Eastern Time (US & Canada)
3904,568023874970861568,negative,1.0,Bad Flight,0.6816,United,,Tony_Ciccolella,,0,"@united if you're listening, why are you the lowest provider of inflight wifi? Get with the times!","[37.94357634, -121.69565906]",2015-02-18 04:26:59 -0800,"Brentwood, CA",Pacific Time (US & Canada)
136,569625739231948800,positive,1.0,,,Virgin America,,lisaptv,,1,@virginamerica you ROCK for making it so I can watch #Oscars on my flight!! #redcarpet #oscars #oscars2015,,2015-02-22 14:32:14 -0800,,Mountain Time (US & Canada)
11435,568116602186502144,negative,0.6576,Flight Booking Problems,0.6576,US Airways,,alvarez16,,0,"@USAirways booked an award ticket recently, now same ticket is less miles. how do I contact you without using the online form or phone?",,2015-02-18 10:35:27 -0800,USA,Eastern Time (US & Canada)
7865,569152332765667328,neutral,1.0,,,Delta,,staceylking,,1,@JetBlue while in Haiti Id do food distribution for hundreds of hungry kids in nearby villages. #flyingitforward http://t.co/lTf2quD3Xc,,2015-02-21 07:11:05 -0800,"boise, idaho",
14343,569631293429821440,negative,0.6681,Customer Service Issue,0.6681,American,,willie_funk,,0,@AmericanAir No worries they called back 4 hrs Late Flightr while I was asleep and took an additional $200 fee. So by AA standards everything's gr8,,2015-02-22 14:54:18 -0800,"Dallas, Texas",
2035,569453313462132736,positive,1.0,,,United,,MrTrippe,,0,@united thanks for the epic service on 863- always a pleasure- outstanding crew http://t.co/trqlpeinzW,,2015-02-22 03:07:04 -0800,Terra Prime,
13141,569931327253966849,negative,1.0,Bad Flight,1.0,American,,Aero0729,,0,@AmericanAir served the nastiest food Ive ever seen yesterday.Rubber chicken in slime. The ENTIRE cabin sent their food back.FAs can confirm,,2015-02-23 10:46:31 -0800,,
6190,568145575452876800,negative,1.0,Bad Flight,0.662,Southwest,,DesertDealer,,0,@SouthwestAir I'm miserable on your Orlando to Vegas nonstop right now. How big must a guest be for u to require 2 seats?  I'm in 1A btw.,,2015-02-18 12:30:35 -0800,Las Vegas,Arizona
8103,568786394656722944,positive,1.0,,,Delta,,stetsoninc,,0,@JetBlue Success! Good work JetBlue team,,2015-02-20 06:56:58 -0800,"New York, NY",Central Time (US & Canada)
9078,570243874062503936,negative,1.0,Customer Service Issue,1.0,US Airways,,JenRomanoff,,0,@USAirways HELLO!! Is anyone behind your twitter account? #badcustomerservice,,2015-02-24 07:28:28 -0800,,Eastern Time (US & Canada)
12131,570280637946421249,negative,1.0,Can't Tell,0.6565,American,,martinesquivel,,0,@AmericanAir and @iTunesMusic have put me in bad mood. I haven't been this angry since Spagnuolo coached the #Rams,,2015-02-24 09:54:34 -0800,CA,Pacific Time (US & Canada)
12900,569986246648442881,negative,1.0,Customer Service Issue,1.0,American,,T_Money84,,0,@AmericanAir why are customer svc reps unable to handle calls. Is there a 24hrs Cancelled Flightlation policy? Booked yesterday need to Cancelled Flight,,2015-02-23 14:24:45 -0800,DMV,Eastern Time (US & Canada)
9925,569612804350717953,positive,1.0,,,US Airways,,dctimes2,,0,"@USAirways despite mechanical issues and many delays followed by a Cancelled Flightlation, still getting to Vegas thanks to great gate agents!",,2015-02-22 13:40:50 -0800,,Eastern Time (US & Canada)
6471,567830279809937408,negative,1.0,Cancelled Flight,1.0,Southwest,,TravelWithSuze,,0,@SouthwestAir flight yesterday Cancelled Flighted. Got to airport 4am today for an on time flight w was delayed Cancelled Flighted than reinstated which caused,,2015-02-17 15:37:43 -0800,"New York, NY",
4011,567874134174101504,negative,0.66,Late Flight,0.66,United,,JackieFerrari3,,0,@united mechanical delay occurred in Houston earlier today re: their flight to ORD,,2015-02-17 18:31:58 -0800,Irvine,
2182,569326818697871360,negative,1.0,Bad Flight,0.3773,United,,patrick_maness,,1,@united OMG!!! you just bumped me off the last flight. Can this get any worse.,,2015-02-21 18:44:25 -0800,Rhode Island,Eastern Time (US & Canada)
156,569574961158815745,neutral,1.0,,,Virgin America,,HeatherWhoo,,0,@VirginAmerica my drivers license is expired by a little over a month. Can I fly Friday morning using my expired license?,,2015-02-22 11:10:27 -0800,,
7625,569497959932530689,neutral,0.6843,,0.0,Delta,,JohnFMacky,,0,@JetBlue ok should I start looking into other flights?,,2015-02-22 06:04:29 -0800,,Eastern Time (US & Canada)
5926,568482252168019968,neutral,1.0,,,Southwest,,geekstiel,,0,@SouthwestAir Do you perhaps have a pair to the Atlanta show? #prettyplease,,2015-02-19 10:48:25 -0800,,Atlantic Time (Canada)
13025,569957958634770432,negative,1.0,Late Flight,0.6591,American,,avaflav13,,0,"@AmericanAir Was put on hold for 5.5 hrs then got a call back at 11:20 pm, only to wait on hold for another hour.",,2015-02-23 12:32:21 -0800,,Quito
11871,567719005713334276,negative,1.0,Bad Flight,0.3476,US Airways,,Champa24,,0,@USAirways great job today In ruining 45 people's vacation. Thanks to your incompetent pilot and staff we have all now missed our flights,,2015-02-17 08:15:33 -0800,,
5080,569359647699812353,positive,1.0,,,Southwest,,tlwbarnett,,0,@SouthwestAir Thank you for your help Adam and to the awesome gate agents at B12 in LAS for getting us home!,,2015-02-21 20:54:52 -0800,"Lockport, NY",Eastern Time (US & Canada)
7286,569687874288914432,negative,1.0,Customer Service Issue,0.3439,Delta,,HayesGirl_,,0,@JetBlue i only take jetblue to travel and i have to go to maimi next year but you guys dont go to maimi😭 why dont you guys go to maimi???,,2015-02-22 18:39:08 -0800,,
14398,569621332863754240,negative,1.0,Customer Service Issue,1.0,American,,A_for_AdNauseam,,0,@AmericanAir Yes. Your service in GUC sucks. Your gate agent pushed a passenger and has been rude to everyone since we got here.,,2015-02-22 14:14:43 -0800,,
2956,568815686446788608,neutral,0.6832,,0.0,United,,OliviaFett,,0,"“@united: @LRuns4Cupcakes Please DM details, we'd like to help if you need assistance. ^KP” @ClarkHoward #Another #Airlines #Issues","[30.15481071, -95.43911291]",2015-02-20 08:53:22 -0800,"Texas, duh! ",
9985,569591310589431808,negative,1.0,Late Flight,0.6529,US Airways,,HutchinsJim,,0,"@USAirways I sympathize re:weather issues, but when times get tough, call in more folks. Over two hours on hold for 4-minute fix. #FAIL","[39.98272482, -86.22502919]",2015-02-22 12:15:25 -0800,"Carmel, IN",Atlantic Time (Canada)
3541,568280611552681985,negative,0.6635,Customer Service Issue,0.3481,United,,alafairburke,,0,"@united if guy on flight 1230 follows through on threat to sue because he couldn’t carry on 3 bags, I will defend you for free.",,2015-02-18 21:27:10 -0800,New York,Quito
1355,569780773194113025,negative,1.0,Lost Luggage,0.6353,United,,TimBouhour,,0,"@united I'm glad you didn't mean to, but it doesn't excuse your inefficiency! Only took 70min for the bags, we were your only arrival flight",,2015-02-23 00:48:17 -0800,"Raleigh, NC",
13778,569718802029666305,negative,0.6579,Customer Service Issue,0.6579,American,,nrosenb1,,0,@AmericanAir @nrosenb1 it says changes can't be made online,,2015-02-22 20:42:01 -0800,,
3282,568556636068921344,positive,0.6703,,,United,,dschach,,0,@united Thank you for the Delta transfer. Will my bags go too?,,2015-02-19 15:43:59 -0800,"San Francisco, CA",Pacific Time (US & Canada)
7260,569722367343136768,positive,1.0,,,Delta,,RajGoel_NY,,0,@JetBlue mint seats are AWESOME! :-) @emaleesugano best business class in the US!!!,,2015-02-22 20:56:11 -0800,,Eastern Time (US & Canada)
4280,567735204656066560,positive,1.0,,,United,,BhutanOrient,,0,"@united @FlyANA_official pleasantly surprised to find ANA has made major upgrades on their transpacific route in flights, planes and service",,2015-02-17 09:19:55 -0800,Bhutan,Pacific Time (US & Canada)
3657,568204042964332544,positive,0.653,,,United,,parryaftab,,0,@united thnx,,2015-02-18 16:22:55 -0800,,Central Time (US & Canada)
36,570051381534396416,positive,1.0,,,Virgin America,,Nicsplace,,0,@VirginAmerica Moodlighting is the only way to fly! Best experience EVER! Cool and calming. 💜✈ #MoodlitMonday,,2015-02-23 18:43:35 -0800,Central Texas,
7134,569927035524681728,negative,0.6559,Can't Tell,0.6559,Delta,,DeadstockNYC,,7,"“@JetBlue: Our fleet's on fleek. http://t.co/Lv9HwQDK9A”

Can't fly you anymore, we had a good run ✌️",,2015-02-23 10:29:28 -0800,New York City,Quito
2190,569322456776892417,negative,1.0,Customer Service Issue,1.0,United,,MaxAbrahms,,3,.@united Your airline is again rated the WORST in America so you've got your work cut out for you. It's bc you treat customers like garbage.,,2015-02-21 18:27:05 -0800,"Boston, MA",Atlantic Time (Canada)
4591,569993437690245120,neutral,1.0,,,Southwest,,MinderJoan,,0,@SouthwestAir I knew I was correct! http://t.co/9eueYxAwcv,,2015-02-23 14:53:20 -0800,,Eastern Time (US & Canada)
5261,569226248393662464,negative,1.0,Customer Service Issue,0.6335,Southwest,,zslick99,,0,@SouthwestAir why are the ticketing lines in Las Vegas so unorganized??  Mass craziness. Half of the ticketing stations unmanned.,,2015-02-21 12:04:47 -0800,,
1160,569910299983130625,negative,1.0,Flight Attendant Complaints,0.3623,United,,unvoiced,,0,"@united is unfriendly screw family, that hates kids and moms. now waiting on  UA871... pray its better FYVRFN ..due to agent error and tickt",,2015-02-23 09:22:58 -0800,Taipei,Taipei
13476,569853568200503296,negative,0.6801,Customer Service Issue,0.3424,American,,nic_tudobem,,0,@AmericanAir Trying to make an online Flight Booking Problems one way from Barbados -NYC but wont let me as says I need a Barbados CC...why??!,,2015-02-23 05:37:32 -0800,New York,
4790,569735142564102145,positive,1.0,,,Southwest,,Ryguys0fly,,0,@SouthwestAir loved it!,,2015-02-22 21:46:57 -0800,"Washington, DC",
2158,569336252597731329,negative,0.6629999999999999,Lost Luggage,0.6629999999999999,United,,Colettod,,0,@united no I don't. Spoke with baggage contact at 1-800 number. Said they will try to get bags to stay at IAD for pick up tmrw,,2015-02-21 19:21:55 -0800,"Ottawa, ON",Eastern Time (US & Canada)
12532,570123207824568320,negative,1.0,Customer Service Issue,1.0,American,,tennesseejc,,0,@AmericanAir that's absolutely horrible customer service. The person supposed to call me can't immediately call back when disconnected???,,2015-02-23 23:28:59 -0800,"las vegas/nashville, TN",Central Time (US & Canada)
